,0
gt,0.0
0.1x,10.314564774236615
0.2x,10.6114416580456
0.3x,11.512739862076426
0.4x,11.37530829001797
0.5x,11.002667518428558
1.5x,11.075130093718132
3x,10.883194212554066
5x,11.780005819508434
7x,11.952163414480392
10x,10.442355703337583
