,0
gt,0.0
knockout,21.87317218817908
0.1x,25.82122482923071
0.2x,23.075814879661788
0.3x,21.6321482129951
0.4x,20.44548154632845
0.5x,19.46981487966178
1.5x,18.022481546328454
3x,22.80681487966178
5x,24.705148212995127
7x,26.40314821299511
10x,30.749814879661805
