,0
gt,0.0
0.1x,81.94622820277179
0.2x,80.81656153610507
0.3x,79.99656153610506
0.4x,80.38489486943843
0.5x,79.39522820277178
1.5x,77.84256153610512
3x,74.76720590200983
5x,74.82320590200983
7x,75.79187256867648
10x,74.19853923534316
