,0
gt,0.0
0.1x,0.4516100000429299
0.2x,0.45228206482025785
0.3x,0.4522186370199877
0.4x,0.4518259244693806
0.5x,0.4525344264936722
1.5x,0.4521916464666816
3x,0.45209717953010925
5x,0.4524993387743738
7x,0.452265870488274
10x,0.45196087723591244
