,0
gt,0.0
0.1x,0.26174875036883616
0.2x,0.25360115486221757
0.3x,0.24765519410789238
0.4x,0.24801551799453203
0.5x,0.23874561246146872
1.5x,0.23148128243131852
3x,0.23076063465803906
5x,0.2466418762234913
7x,0.24930179525183144
10x,0.25721002737058973
