,0
gt,0.0
0.1x,25.44360345960895
0.2x,23.717908571577528
0.3x,22.913603459608957
0.4x,23.213270126275628
0.5x,23.48393679294232
1.5x,22.131270126275638
3x,18.214936792942297
5x,16.349270126275623
7x,18.04790241188525
10x,15.75209956546989
