,0
gt,0.0
0.1x,0.045960256251608426
0.2x,0.03597295789616289
0.3x,0.025027045979050897
0.4x,0.018472534759908735
0.5x,0.016727871900815483
1.5x,0.01611622317361404
3x,0.019085264326080834
5x,0.02639776432608083
7x,0.030630718871535387
10x,0.034914809780626284
