,0
gt,0.0
0.1x,0.4810752897914714
0.2x,0.4695249253057458
0.3x,0.46394597793732495
0.4x,0.4643589334029118
0.5x,0.45660840387578006
1.5x,0.4534541592272402
3x,0.4442989635457292
5x,0.45663153799130596
7x,0.45339478000996636
10x,0.4581086801449192
