,0
gt,0.0
0.1x,0.046372611629224084
0.2x,0.06140928663107723
0.3x,0.05367030850355912
0.4x,0.047026403097999506
0.5x,0.046533640509618925
1.5x,0.04542503953157326
3x,0.0525729602077166
5x,0.046700235447075265
7x,0.0445500231084712
10x,0.046136867888307224
