e_vGLK,e_vPGI,e_vGLYCO,e_vTreha,e_vPFK,e_vALD,e_vGAPDH,e_vPGK,e_vPGM,e_vENO,e_vPYK,e_vPDC,e_vSUC,e_vGLT,e_vADH,e_vG3PDH,GLCo,ETOH,GLY,G6P,TRIO,ACE,P3G,PEP,GLCi,F6P,BPG,PYR,F16P,P2G,v_vGLK,v_vPGI,v_vGLYCO,v_vTreha,v_vPFK,v_vALD,v_vGAPDH,v_vPGK,v_vPGM,v_vENO,v_vPYK,v_vPDC,v_vSUC,v_vGLT,v_vADH,v_vG3PDH
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.270191757,0.359790484,0.111696184,0.358053294,0.426030436,44.19363181,0.554582448,0.369998478,0.285025912,0.282233962,0.348386797,2.138985218,0.774516843,0.121586291,0.621441042,0.774516843,0.774516843,1.347551014,1.347551014,1.347551014,1.347551014,1.347551014,1.347551014,0.189883512,2.138985218,0.96778399,0.201482671
0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.18228443,0.25886859,0.094180879,0.260616166,0.320477074,62.84185217,0.375212478,0.26730494,0.226031973,0.200882943,0.256046515,1.573166388,0.652630016,0.082027994,0.419254189,0.652630016,0.652630016,1.160293621,1.160293621,1.160293621,1.160293621,1.160293621,1.160293621,0.160107495,1.573166388,0.840078631,0.14496641
1,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.289744379,0.222753487,0.086409359,0.22492256,0.27983057,46.33427108,0.311904182,0.230223307,0.201858016,0.17239941,0.221540441,2.062962269,0.599753155,0.130384971,0.666412072,0.599753155,0.599753155,1.074764358,1.074764358,1.074764358,1.074764358,1.074764358,1.074764358,0.146895911,2.062962269,0.780972536,0.124741953
1,1,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.277545973,0.368015253,0.112911434,0.365835848,0.434147415,45.00272611,0.569263418,0.378300384,0.289364197,0.28899198,0.355645244,2.109850308,0.783180555,0.049958275,0.638355739,0.783180555,0.783180555,1.360272568,1.360272568,1.360272568,1.360272568,1.360272568,1.360272568,0.191949438,2.109850308,0.976373693,0.206088541
1,1,1,0.4,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.38063741,0.480553096,0.127254679,0.469918654,0.538797813,55.91573069,0.770305414,0.490808519,0.343149667,0.383636987,0.451132719,1.760167871,0.888508202,0.171286834,0.350186417,0.888508202,0.888508202,1.50790667,1.50790667,1.50790667,1.50790667,1.50790667,1.50790667,0.216332954,1.760167871,1.075240761,0.269109734
1,1,1,1,0.4,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.293404018,0.202714274,0.081645889,0.204952347,0.256589509,46.73130498,0.730182371,0.209586515,0.187612029,0.15671317,0.202082661,2.049229963,0.567539671,0.132031808,0.674829242,0.567539671,0.567539671,1.021559348,1.021559348,1.021559348,1.021559348,1.021559348,1.021559348,0.138798011,2.049229963,0.743963327,0.113519993
1,1,1,1,1,0.4,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.277491147,0.302039649,0.102328778,0.302729529,0.367026565,44.99671224,0.606828474,0.311413836,0.252671631,0.625292441,0.296292217,2.110065042,0.70873475,0.124871016,0.638229638,0.70873475,0.70873475,1.248327297,1.248327297,1.248327297,1.248327297,1.248327297,1.248327297,0.173958923,2.110065042,0.900409451,0.169142203
1,1,1,1,1,1,0.4,1,1,1,1,1,1,1,1,1,50,50,0.15,0.26982444,0.753520256,0.091750973,0.249015787,0.307390364,44.15309066,0.552020685,0.255224331,0.218346799,0.481820422,0.244871272,2.14045818,0.777844756,0.121420998,0.620596213,0.777844756,0.777844756,1.133718168,1.133718168,1.133718168,1.133718168,1.133718168,1.133718168,0.155976654,2.14045818,0.821764861,0.421971343
1,1,1,1,1,1,1,0.4,1,1,1,1,1,1,1,1,50,50,0.15,0.269862278,0.637712334,0.097641509,0.277876228,0.339734418,44.15726736,0.552284279,0.942895455,0.237180798,0.423268396,0.272602901,2.140306371,0.77750187,0.121438025,0.620683238,0.77750187,0.77750187,1.197884833,1.197884833,1.197884833,1.197884833,1.197884833,1.197884833,0.165990565,2.140306371,0.865903704,0.357118907
1,1,1,1,1,1,1,1,0.4,1,1,1,1,1,1,1,50,50,0.15,0.269938219,0.541462961,0.102523221,1.022401731,0.368189755,44.16564981,0.552813528,0.733756067,0.25332411,0.374479567,0.297307655,2.140001739,0.776813736,0.121472198,0.620857903,0.776813736,0.776813736,1.250408213,1.250408213,1.250408213,1.250408213,1.250408213,1.250408213,0.174289476,2.140001739,0.901829262,0.303219258
